is_testdata,Material Composition,EnergyAboveHull (meV/atom),Coeficient of Thermal Expansion (10^-6 K-1)_AB_avg,Asite_HHIp_min,host_Bsite0_IsFCC,Asite_HHIp_weighted_avg, BP (K)_AB_avg,Asite_Coeficient of Thermal Expansion (10^-6 K-1)_max,host_Bsite0_Group,Asite_Ionic Radius (angstroms)_range,Bsite_IsFCC_weighted_avg,MendeleevNumber_AB_avg,Asite_HHIr_min,Bsite_NUnfilled_weighted_avg,BCCenergy_pa_AB_avg,Bsite_Electro-  negativity_max,Asite_electrical conductivity_max,Asite_Coeficient of Thermal Expansion (10^-6 K-1)_weighted_avg,host_Bsite0_NUnfilled,Bsite_NUnfilled_min,Asite_GSenergy_pa_max,host_Bsite0_NdUnfilled,Heat of Vaporization_AB_avg,Asite_ BP (K)_weighted_avg,Bsite_Group_max,Second Ionization Potential  (V)_AB_avg,At. Radius   (angstroms)_AB_avg,Asite_shannon_radii_range,Asite_BCCenergydiff_min,Asite_HHIr_weighted_avg,Bsite_Group_weighted_avg,Asite_ BP (K)_max,host_Bsite0_At. Radius   (angstroms),num_of_atoms_host_Asite0,Bsite_IsBCC_weighted_avg,HHIp_AB_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NdValence_weighted_avg,BCCfermi_AB_ratio,Asite_NUnfilled_max,Bsite_Heat of Vaporization_weighted_avg,Asite_BCCenergy_pa_max,Asite_BCCvolume_pa_range,MendeleevNumber_AB_ratio,num_of_atoms_host_Bsite0,host_Bsite0_NdValence,Bsite_BCCvolume_pa_max,Bsite_IsFCC_max,Asite_IsRareEarth_max,BCCenergydiff_AB_diff,Asite_heat of fusion_min,GSenergy_pa_AB_avg,Bsite_BCCfermi_weighted_avg,Atomic Radius (Å)_AB_avg,Bsite_Most stable oxidation State_range,Asite_Ionic Radius (angstroms)_min,Asite_MendeleevNumber_min,BCCfermi_AB_avg,num_of_atoms_host_Asite0,Electron Affinity (kJ/mol)_AB_avg,heat of fusion_AB_diff,Bsite_thermal conductivity_max,Bsite_Coeficient of Thermal Expansion (10^-6 K-1)_weighted_avg,Asite_electrical conductivity_weighted_avg,First Ionization Potential (V)_AB_avg,Asite_ICSDVolume_range,Electro-  negativity_AB_diff,Bsite_NdValence_max,host_Bsite0_BCCenergy_pa,num_of_atoms_host_Bsite0,Asite_NUnfilled_weighted_avg,Asite_thermal conductivity_max
0,La8Ti8O24,30.17024475,6.9,950,0,950,3648.5,5.2,4,0,0,28,310,8,-6.228566315,1.54,1.9,5.2,8,8,-4.927546185,8,412.385,3737,4,12.3195,2.37,0,0.131681665,310,4,3737,2,8,0,530,8,2,2.612418785,9,425.2,-4.79586452,0,0.302325581,8,2,16.84,0,1,0.008861328,11.3,-6.351386653,2.97615095,1.6625,0,1.16,13,5.3755518,8,35,-3.65,21.9,8.6,1.9,6.2,0,-0.22,2,-7.66126811,8,9,13.5
0,La8V4Co4O24,31.378064,7.95,950,0,950,3566.75,5.2,5,0,0,32.5,310,5,-6.377769075,1.88,1.9,5.2,7,3,-4.927546185,7,404.785,3737,9,13.457,2.2675,0,0.131681665,310,7,3737,1.92,8,0.5,558.275,5,5,1.234566585,9,410,-4.79586452,0,0.25,4,3,13.01,0,1,0.040765189,11.3,-6.468685551,6.29771836,1.582,3,1.16,13,7.036335505,8,55,-4.0975,100,10.7,1.9,6.44,0,-0.3275,7,-8.93926069,4,9,13.5
0,La8V4Cr4O24,49.15732575,5.925,950,0,950,3517.25,5.2,5,0,0,30.25,310,6.5,-7.008949328,1.66,1.9,5.2,7,6,-4.927546185,7,396.335,3737,6,13.317,2.3125,0,0.131681665,310,5.5,3737,1.92,8,1,635,6,4,1.077455352,9,393.1,-4.79586452,0,0.273684211,4,3,13.01,0,1,0.065613593,11.3,-7.0750174,7.216032325,1.581,2,1.16,13,7.495492488,8,53.5,-5.05,93.7,6.65,1.9,6.1665,0,-0.2725,5,-8.93926069,4,9,13.5
0,La8V4Fe4O24,28.2257425,7.65,950,0,950,3536.75,5.2,5,0,0,31.75,310,5.5,-6.704118523,1.83,1.9,5.2,7,4,-4.927546185,7,398.835,3737,8,13.237,2.28,0,0.131681665,310,6.5,3737,1.92,8,1,617.5,5.5,4.5,1.204810501,9,398.1,-4.79586452,0,0.257425743,4,3,13.01,0,1,0.065840833,11.3,-6.769959355,6.453257705,1.579,2,1.16,13,7.114105178,8,43.5,-3.5,80.2,10.1,1.9,6.4425,0,-0.315,6,-8.93926069,4,9,13.5
0,La8V4Ni4O24,104.542615,8.05,950,0,950,3532.25,5.2,5,0,0.5,33.25,310,4.5,-5.992532193,1.91,1.9,5.2,7,2,-4.927546185,7,405.835,3737,10,13.734,2.255,0,0.131681665,310,7.5,3737,1.92,8,0.5,582.5,4.5,5.5,1.346217214,9,412.1,-4.79586452,0,0.242990654,4,3,13.01,1,1,0.03904445,11.3,-6.085169408,5.775407245,1.58025,3,1.16,13,6.775179948,8,65.25,-4.35,90.7,10.9,1.9,6.38375,0,-0.335,8,-8.93926069,4,9,13.5
0,La8V6Co2O24,61.21370263,7.375,950,0,950,3630.125,5.2,5,0,0,31,310,6,-6.62266584,1.88,1.9,5.2,7,3,-4.927546185,7,413.96,3737,9,13.15575,2.29875,0,0.131681665,310,6,3737,1.92,8,0.75,599.1375,6,4,1.219338345,9,428.35,-4.79586452,0,0.265306122,6,3,13.01,0,1,0.053303011,11.3,-6.701044494,6.37637017,1.5905,3,1.16,13,7.07566141,8,52.5,-4.92375,100,9.55,1.9,6.3,0,-0.29625,7,-8.93926069,6,9,13.5
0,La8V6Cr2O24,48.57118688,6.3625,950,0,950,3605.375,5.2,5,0,0,29.875,310,6.75,-6.938255966,1.66,1.9,5.2,7,6,-4.927546185,7,409.735,3737,6,13.08575,2.32125,0,0.131681665,310,5.25,3737,1.92,8,1,637.5,6.5,3.5,1.13743278,9,419.9,-4.79586452,0,0.278074866,6,3,13.01,0,1,0.065727213,11.3,-7.004210419,6.835527153,1.59,2,1.16,13,7.305239901,8,51.75,-5.4,93.7,7.525,1.9,6.16325,0,-0.26875,5,-8.93926069,6,9,13.5
0,La8V6Fe2O24,35.15839525,7.225,950,0,950,3615.125,5.2,5,0,0,30.625,310,6.25,-6.785840564,1.83,1.9,5.2,7,4,-4.927546185,7,410.985,3737,8,13.04575,2.305,0,0.131681665,310,5.75,3737,1.92,8,1,628.75,6.25,3.75,1.20464583,9,422.4,-4.79586452,0,0.269430052,6,3,13.01,0,1,0.065840833,11.3,-6.851681396,6.454139843,1.589,2,1.16,13,7.114546246,8,46.75,-4.625,80.2,9.25,1.9,6.30125,0,-0.29,6,-8.93926069,6,9,13.5
1,La8V6Ni2O24,117.7144839,7.425,950,0,950,3612.875,5.2,5,0,0.25,31.375,310,5.75,-6.430047399,1.91,1.9,5.2,7,2,-4.927546185,7,414.485,3737,10,13.29425,2.2925,0,0.131681665,310,6.25,3737,1.92,8,0.75,611.25,5.75,4.25,1.271411249,9,429.4,-4.79586452,0,0.261306533,6,3,13.01,1,1,0.052442641,11.3,-6.509286423,6.115214613,1.589625,3,1.16,13,6.945083631,8,57.625,-5.05,90.7,9.65,1.9,6.271875,0,-0.3,8,-8.93926069,6,9,13.5
1,La8V7Co1O24,57.49950031,7.0875,950,0,950,3661.8125,5.2,5,0,0,30.25,310,6.5,-6.745114223,1.88,1.9,5.2,7,3,-4.927546185,7,418.5475,3737,9,13.005125,2.314375,0,0.131681665,310,5.5,3737,1.92,8,0.875,619.56875,6.5,3.5,1.21186424,9,437.525,-4.79586452,0,0.273684211,7,3,13.01,0,1,0.059571922,11.3,-6.817223966,6.415696075,1.59475,3,1.16,13,7.095324363,8,51.25,-5.336875,100,8.975,1.9,6.23,0,-0.280625,7,-8.93926069,7,9,13.5
0,La8V7Cr1O24,36.68524244,6.58125,950,0,950,3649.4375,5.2,5,0,0,29.6875,310,6.875,-6.902909286,1.66,1.9,5.2,7,6,-4.927546185,7,416.435,3737,6,12.970125,2.325625,0,0.131681665,310,5.125,3737,1.92,8,1,638.75,6.75,3.25,1.169997202,9,433.3,-4.79586452,0,0.28032345,7,3,13.01,0,1,0.065784023,11.3,-6.968806928,6.645274566,1.5945,2,1.16,13,7.210113608,8,50.875,-5.575,93.7,7.9625,1.9,6.161625,0,-0.266875,5,-8.93926069,7,9,13.5
0,La8V7Fe1O24,35.12322163,7.0125,950,0,950,3654.3125,5.2,5,0,0,30.0625,310,6.625,-6.826701584,1.83,1.9,5.2,7,4,-4.927546185,7,417.06,3737,8,12.950125,2.3175,0,0.131681665,310,5.375,3737,1.92,8,1,634.375,6.625,3.375,1.204563512,9,434.55,-4.79586452,0,0.275862069,7,3,13.01,0,1,0.065840833,11.3,-6.892542417,6.454580911,1.594,2,1.16,13,7.114766781,8,48.375,-5.1875,80.2,8.825,1.9,6.230625,0,-0.2775,6,-8.93926069,7,9,13.5
0,La8V7Ni1O24,73.00164094,7.1125,950,0,950,3653.1875,5.2,5,0,0.125,30.4375,310,6.375,-6.648805002,1.91,1.9,5.2,7,2,-4.927546185,7,418.81,3737,10,13.074375,2.31125,0,0.131681665,310,5.625,3737,1.92,8,0.875,625.625,6.375,3.625,1.237041577,9,438.05,-4.79586452,0,0.27154047,7,3,13.01,1,1,0.059141737,11.3,-6.72134493,6.285118296,1.5943125,3,1.16,13,7.030035473,8,53.8125,-5.4,90.7,9.025,1.9,6.2159375,0,-0.2825,8,-8.93926069,7,9,13.5
0,La8V8O24,36.257048,6.8,950,0,950,3693.5,5.2,5,0,0,29.5,310,7,-6.867562605,1.63,1.9,5.2,7,7,-4.927546185,7,423.135,3737,5,12.8545,2.33,0,0.131681665,310,5,3737,1.92,8,1,640,7,3,1.204481205,9,446.7,-4.79586452,0,0.282608696,8,3,13.01,0,1,0.065840833,11.3,-6.933403438,6.45502198,1.599,0,1.16,13,7.114987315,8,50,-5.75,30.7,8.4,1.9,6.16,0,-0.265,3,-8.93926069,8,9,13.5
0,Nd2Y6Co8O24,54.15149222,11.6,950,0,972.5,3344,11.3,9,0.27,0,35.875,260,3,-6.446498893,1.88,1.8,10.2,3,3,-4.76235134,3,369.5975,3545,9,14.460875,2.01625,0.195,0.124302255,272.5,9,3611,1.67,6,0,487.8,3,7,0.535089392,10,373.3,-4.6307523,2.44,0.237068966,8,7,10.44,0,1,0.012911938,10.88,-6.559713406,6.14041474,1.532875,0,1.02,12,4.713042765,6,41.25,-0.30375,100,13,1.75,7.01375,1.3,-0.34,7,-6.98008657,8,9.25,17.2
0,Nd2Y6Cr8O24,26.35395975,7.55,950,0,972.5,3245,11.3,6,0.27,0,31.375,260,6,-7.708859398,1.66,1.8,10.2,6,6,-4.76235134,5,352.6975,3545,6,14.180875,2.10625,0.195,0.124302255,272.5,6,3611,1.85,6,1,641.25,5,5,0.411890838,10,339.5,-4.6307523,2.44,0.280612245,8,5,11.17,0,1,0.062608746,10.88,-7.772377103,7.97704267,1.530875,0,1.02,12,5.63135673,6,38.25,-2.20875,93.7,4.9,1.75,6.46675,1.3,-0.23,5,-9.50480758,8,9.25,17.2
0,Nd2Y6Fe8O24,31.76337063,11,950,0,972.5,3284,11.3,8,0.27,0,34.375,260,4,-7.099197788,1.83,1.8,10.2,4,4,-4.76235134,4,357.6975,3545,8,14.020875,2.04125,0.195,0.124302255,272.5,8,3611,1.72,6,1,606.25,4,6,0.509288404,10,349.5,-4.6307523,2.44,0.25,8,6,10.73,0,1,0.063063226,10.88,-7.162261013,6.45149343,1.526875,0,1.02,12,4.86858211,6,18.25,0.89125,80.2,11.8,1.75,7.01875,1.3,-0.315,6,-8.28548436,8,9.25,17.2
0,Nd2Y6Ga8O24,76.84371871,14.95,950,0,972.5,3011.5,11.3,13,0.27,0,43.875,260,5,-4.445650988,1.81,1.8,10.2,5,5,-4.76235134,0,310.9775,3545,13,16.185875,2.08625,0.195,0.124302255,272.5,13,3611,1.81,6,0,761.25,0,10,0.831845562,10,256.06,-4.6307523,2.44,0.185810811,8,10,17.94,0,1,0.046130954,10.88,-4.525646484,3.94985673,1.611375,0,1.02,12,3.61776376,6,20.75,4.99625,40.6,19.7,1.75,6.08325,1.3,-0.305,10,-2.97839076,8,9.25,17.2
0,Nd2Y6Mn8O24,43.82195669,15.95,950,0,972.5,2890,11.3,7,0.27,0,32.875,260,5,-7.391660988,1.55,1.8,10.2,5,5,-4.76235134,5,292.8175,3545,7,13.750875,2.07625,0.195,0.124302255,272.5,7,3611,1.79,6,1,566.25,5,5,0.433755202,10,219.74,-4.6307523,2.44,0.264423077,8,5,10.51,0,1,-0.01201402,10.88,-7.529801458,7.57494268,1.526375,0,1.02,12,5.430306735,6,6.25,0.47125,7.82,21.7,1.75,6.80125,1.3,-0.175,5,-8.87041076,8,9.25,17.2
0,Nd2Y6Ni8O24,82.62024503,11.8,950,1,972.5,3275,11.3,10,0.27,1,37.375,260,2,-5.676025128,1.91,1.8,10.2,2,2,-4.76235134,2,371.6975,3545,10,15.014875,1.99125,0.195,0.124302255,272.5,10,3611,1.62,6,0,536.25,2,8,0.644781118,10,377.5,-4.6307523,2.44,0.225409836,8,8,10.33,1,1,0.009470461,10.88,-5.792681118,5.09579251,1.529375,0,1.02,12,4.19073165,6,61.75,-0.80875,90.7,13.4,1.75,6.90125,1.3,-0.355,8,-5.43913904,8,9.25,17.2
0,Nd2Y6Sc8O24,31.50426003,10.1,950,0,972.5,3327,11.3,3,0.27,0,12.375,260,9,-6.042501188,1.36,1.8,10.2,9,9,-4.76235134,9,335.3475,3545,3,12.330875,2.22625,0.195,0.124302255,272.5,3,3611,2.09,6,0,761.25,9,1,0.738054275,10,304.8,-4.6307523,2.44,1.25,8,1,22.2,0,1,0.006352261,10.88,-6.162275378,4.45180104,1.709375,0,1.02,12,3.868735915,6,15.3,-0.26375,15.8,10,1.75,6.35375,1.3,-0.08,1,-6.17209116,8,9.25,17.2
0,Nd2Y6Ti8O24,45.06238163,9.4,950,0,972.5,3552.5,11.3,4,0.27,0,28.375,260,8,-6.787089663,1.54,1.8,10.2,8,8,-4.76235134,8,395.5475,3545,4,12.720875,2.18125,0.195,0.124302255,272.5,4,3611,2,6,0,541.25,8,2,1.104000047,10,425.2,-4.6307523,2.44,0.319767442,8,2,16.84,0,1,0.006083721,10.88,-6.907132393,2.97615095,1.630375,0,1.02,12,3.13091087,6,16.25,-1.50875,21.9,8.6,1.75,6.49375,1.3,-0.17,2,-7.66126811,8,9.25,17.2
0,Nd2Y6V8O24,0,9.3,950,0,972.5,3597.5,11.3,5,0.27,0,29.875,260,7,-7.426085953,1.63,1.8,10.2,7,7,-4.76235134,7,406.2975,3545,5,13.255875,2.14125,0.195,0.124302255,272.5,5,3611,1.92,6,1,651.25,7,3,0.509010008,10,446.7,-4.6307523,2.44,0.298913043,8,3,13.01,0,1,0.063063226,10.88,-7.489149178,6.45502198,1.566875,0,1.02,12,4.870346385,6,31.25,-3.60875,30.7,8.4,1.75,6.45375,1.3,-0.215,3,-8.93926069,8,9.25,17.2
0,Nd4Y4Co8O24,45.40436553,11.05,950,0,965,3311,11.3,9,0.27,0,36.75,260,3,-6.23280574,1.88,1.8,9.1,3,3,-4.76235134,3,355.895,3479,9,14.27175,2.0625,0.195,0.124302255,285,9,3611,1.67,4,0,484.05,3,7,0.543815407,10,373.3,-4.6307523,2.44,0.267241379,8,7,10.44,0,1,0.013824036,10.88,-6.346932351,6.14041474,1.53425,0,1.02,12,4.73983344,4,47.5,-1.0875,100,13,1.7,6.9075,1.3,-0.35,7,-6.98008657,8,9.5,17.2
0,Nd4Y4Cr8O24,33.885364,7,950,0,965,3212,11.3,6,0.27,0,32.25,260,6,-7.495166245,1.66,1.8,9.1,6,6,-4.76235134,5,338.995,3479,6,13.99175,2.1525,0.195,0.124302255,285,6,3611,1.85,4,1,637.5,5,5,0.418607782,10,339.5,-4.6307523,2.44,0.316326531,8,5,11.17,0,1,0.063520844,10.88,-7.559596049,7.97704267,1.53225,0,1.02,12,5.658147405,4,44.5,-2.9925,93.7,4.9,1.7,6.3605,1.3,-0.24,5,-9.50480758,8,9.5,17.2
1,Nd4Y4Fe8O24,38.65176325,10.45,950,0,965,3251,11.3,8,0.27,0,35.25,260,4,-6.885504635,1.83,1.8,9.1,4,4,-4.76235134,4,343.995,3479,8,13.83175,2.0875,0.195,0.124302255,285,8,3611,1.72,4,1,602.5,4,6,0.517593667,10,349.5,-4.6307523,2.44,0.281818182,8,6,10.73,0,1,0.063975324,10.88,-6.949479959,6.45149343,1.52825,0,1.02,12,4.895372785,4,24.5,0.1075,80.2,11.8,1.7,6.9125,1.3,-0.325,6,-8.28548436,8,9.5,17.2
0,Nd4Y4Ga8O24,79.07980342,14.4,950,0,965,2978.5,11.3,13,0.27,0,44.75,260,5,-4.231957835,1.81,1.8,9.1,5,5,-4.76235134,0,297.275,3479,13,15.99675,2.1325,0.195,0.124302255,285,13,3611,1.81,4,0,757.5,0,10,0.845410952,10,256.06,-4.6307523,2.44,0.209459459,8,10,17.94,0,1,0.047043053,10.88,-4.31286543,3.94985673,1.61275,0,1.02,12,3.644554435,4,27,4.2125,40.6,19.7,1.7,5.977,1.3,-0.315,10,-2.97839076,8,9.5,17.2
0,Nd4Y4Mn8O24,45.03777853,15.4,950,0,965,2857,11.3,7,0.27,0,33.75,260,5,-7.177967835,1.55,1.8,9.1,5,5,-4.76235134,5,279.115,3479,7,13.56175,2.1225,0.195,0.124302255,285,7,3611,1.79,4,1,562.5,5,5,0.440828701,10,219.74,-4.6307523,2.44,0.298076923,8,5,10.51,0,1,-0.011101921,10.88,-7.317020404,7.57494268,1.52775,0,1.02,12,5.45709741,4,12.5,-0.3125,7.82,21.7,1.7,6.695,1.3,-0.185,5,-8.87041076,8,9.5,17.2
1,Nd4Y4Ni8O24,73.30236834,11.25,950,1,965,3242,11.3,10,0.27,1,38.25,260,2,-5.462331975,1.91,1.8,9.1,2,2,-4.76235134,2,357.995,3479,10,14.82575,2.0375,0.195,0.124302255,285,10,3611,1.62,4,0,532.5,2,8,0.655295939,10,377.5,-4.6307523,2.44,0.254098361,8,8,10.33,1,1,0.010382559,10.88,-5.579900064,5.09579251,1.53075,0,1.02,12,4.217522325,4,68,-1.5925,90.7,13.4,1.7,6.795,1.3,-0.365,8,-5.43913904,8,9.5,17.2
1,Nd4Y4Sc8O24,30.74580969,9.55,950,0,965,3294,11.3,3,0.27,0,13.25,260,9,-5.828808035,1.36,1.8,9.1,9,9,-4.76235134,9,321.645,3479,3,12.14175,2.2725,0.195,0.124302255,285,3,3611,2.09,4,0,757.5,9,1,0.750090157,10,304.8,-4.6307523,2.44,1.409090909,8,1,22.2,0,1,0.007264359,10.88,-5.949494324,4.45180104,1.71075,0,1.02,12,3.89552659,4,21.55,-1.0475,15.8,10,1.7,6.2475,1.3,-0.09,1,-6.17209116,8,9.5,17.2
1,Nd4Y4Ti8O24,46.69821725,8.85,950,0,965,3519.5,11.3,4,0.27,0,29.25,260,8,-6.57339651,1.54,1.8,9.1,8,8,-4.76235134,8,381.845,3479,4,12.53175,2.2275,0.195,0.124302255,285,4,3611,2,4,0,537.5,8,2,1.12200362,10,425.2,-4.6307523,2.44,0.360465116,8,2,16.84,0,1,0.006995819,10.88,-6.694351339,2.97615095,1.63175,0,1.02,12,3.157701545,4,22.5,-2.2925,21.9,8.6,1.7,6.3875,1.3,-0.18,2,-7.66126811,8,9.5,17.2
0,Nd4Y4V8O24,0,8.75,950,0,965,3564.5,11.3,5,0.27,0,30.75,260,7,-7.2123928,1.63,1.8,9.1,7,7,-4.76235134,7,392.595,3479,5,13.06675,2.1875,0.195,0.124302255,285,5,3611,1.92,4,1,647.5,7,3,0.517310731,10,446.7,-4.6307523,2.44,0.336956522,8,3,13.01,0,1,0.063975324,10.88,-7.276368124,6.45502198,1.56825,0,1.02,12,4.89713706,4,37.5,-4.3925,30.7,8.4,1.7,6.3475,1.3,-0.225,3,-8.93926069,8,9.5,17.2
0,Nd8Fe8O24,209.8692985,9.35,950,0,950,3185,6.9,8,0,0,37,310,4,-6.45811833,1.83,1.6,6.9,4,4,-4.76235134,4,316.59,3347,8,13.4535,2.18,0,0.13159904,310,8,3347,1.72,8,1,595,4,6,0.534204193,10,349.5,-4.6307523,0,0.345454545,8,6,10.73,0,1,0.06579952,10.88,-6.52391785,6.45149343,1.531,0,1.29,19,4.948954135,8,37,-1.46,80.2,11.8,1.6,6.7,0,-0.345,6,-8.28548436,8,10,16.5
0,Pr4Ba4Co4Ni4O24,169.625113,13.1,300,0,625,3002.75,20.6,9,0.29,0.5,36.25,230,2.5,-4.747821928,1.91,2.8,13,3,2,-1.92352226,3,305.9075,2931.5,10,13.94575,2.18,0.41,0,270,9.5,3785,1.67,4,0,338.275,2.5,7.5,0.462047799,11,375.4,-1.92352226,27.7,0.218487395,4,7,10.44,1,1,-0.020549496,8.01,-4.831016484,5.618103625,1.63675,0,1.13,9,4.10696802,4,44.75,-3.835,100,13.2,2.15,6.54175,28.3,-0.4425,8,-6.98008657,4,5.5,18.4
0,Pr4Ba4Co6Ni2O24,163.7991748,13.05,300,0,625,3020,20.6,9,0.29,0.25,35.875,230,2.75,-4.940440369,1.91,2.8,13,3,2,-1.92352226,3,305.3825,2931.5,10,13.80725,2.18625,0.41,0,270,9.25,3785,1.67,4,0,326.1625,2.75,7.25,0.441523725,11,374.35,-1.92352226,27.7,0.221276596,6,7,10.44,1,1,-0.019689127,8.01,-5.022774556,5.879259183,1.637625,0,1.13,9,4.237545799,4,39.625,-3.70875,100,13.1,2.15,6.569875,28.3,-0.43875,8,-6.98008657,6,5.5,18.4
0,Pr4Ba4Co7Ni1O24,139.0135807,13.025,300,0,625,3028.625,20.6,9,0.29,0.125,35.6875,230,2.875,-5.036749589,1.91,2.8,13,3,2,-1.92352226,3,305.12,2931.5,10,13.738,2.189375,0.41,0,270,9.125,3785,1.67,4,0,320.10625,2.875,7.125,0.431930588,11,373.825,-1.92352226,27.7,0.222698073,7,7,10.44,1,1,-0.019258942,8.01,-5.118653592,6.009836961,1.6380625,0,1.13,9,4.302834688,4,37.0625,-3.645625,100,13.05,2.15,6.5839375,28.3,-0.436875,8,-6.98008657,7,5.5,18.4
0,Pr4Ba4Fe1Co7O24,131.7614622,12.925,300,0,625,3029.75,20.6,9,0.29,0,35.3125,230,3.125,-5.214646172,1.88,2.8,13,3,3,-1.92352226,3,303.37,2931.5,9,13.61375,2.195625,0.41,0,270,8.875,3785,1.67,4,0.125,328.85625,3.125,6.875,0.420085219,11,370.325,-1.92352226,27.7,0.225596529,7,7,10.73,0,1,-0.012559847,8.01,-5.289851078,6.179299576,1.63775,1,1.13,9,4.387565996,4,31.625,-3.433125,100,12.85,2.15,6.598625,28.3,-0.431875,7,-6.98008657,7,5.5,18.4
1,Pr4Ba4Fe1Ni7O24,221.0559036,13.1,300,1,625,2969.375,20.6,10,0.29,0.875,36.625,230,2.25,-4.540481628,1.91,2.8,13,2,2,-1.92352226,2,305.2075,2931.5,10,14.0985,2.17375,0.41,0,270,9.75,3785,1.62,4,0.125,371.25,2.25,7.75,0.493011707,11,374,-1.92352226,27.7,0.215767635,7,8,10.73,1,1,-0.015571139,8.01,-4.618697827,5.265255125,1.6346875,1,1.13,9,3.93054377,4,49.5625,-3.875,90.7,13.2,2.15,6.5001875,28.3,-0.445,8,-5.43913904,7,5.5,18.4
1,Pr4Ba4Fe2Co6O24,130.3471878,12.85,300,0,625,3022.25,20.6,9,0.29,0,35.125,230,3.25,-5.296233534,1.88,2.8,13,3,3,-1.92352226,3,301.8825,2931.5,9,13.55875,2.19875,0.41,0,270,8.75,3785,1.67,4,0.25,343.6625,3.25,6.75,0.417458255,11,367.35,-1.92352226,27.7,0.227074236,6,7,10.73,0,1,-0.006290936,8.01,-5.365169529,6.218184413,1.637,1,1.13,9,4.407008414,4,28.75,-3.28375,100,12.7,2.15,6.59925,28.3,-0.42875,7,-6.98008657,6,5.5,18.4
0,Pr4Ba4Fe2Ni6O24,204.0465713,13,300,1,625,2970.5,20.6,10,0.29,0.75,36.25,230,2.5,-4.71837821,1.91,2.8,13,2,2,-1.92352226,2,303.4575,2931.5,10,13.97425,2.18,0.41,0,270,9.5,3785,1.62,4,0.25,380,2.5,7.5,0.477638865,11,370.5,-1.92352226,27.7,0.218487395,6,8,10.73,1,1,-0.008872044,8.01,-4.789895314,5.43471774,1.634375,1,1.13,9,4.015275078,4,44.125,-3.6625,90.7,13,2.15,6.514875,28.3,-0.44,8,-5.43913904,6,5.5,18.4
1,Pr4Ba4Mn1Co7O24,124.477908,13.54375,300,0,625,2980.5,20.6,9,0.29,0,35.125,230,3.25,-5.251204072,1.88,2.8,13,3,3,-1.92352226,3,295.26,2931.5,9,13.58,2.2,0.41,0,270,8.75,3785,1.67,4,0.125,323.85625,3.25,6.75,0.410750477,11,354.105,-1.92352226,27.7,0.227074236,7,7,10.51,0,1,-0.021944502,8.01,-5.335793634,6.319730733,1.6376875,2,1.13,9,4.457781574,4,30.125,-3.485625,100,14.0875,2.15,6.5714375,28.3,-0.414375,7,-6.98008657,7,5.5,18.4
1,Pr4Ba4Mn1Ni7O24,227.8786717,13.71875,300,1,625,2920.125,20.6,10,0.29,0.875,36.4375,230,2.375,-4.577039528,1.91,2.8,13,2,2,-1.92352226,2,297.0975,2931.5,10,14.06475,2.178125,0.41,0,270,9.625,3785,1.62,4,0.125,366.25,2.375,7.625,0.480204044,11,357.78,-1.92352226,27.7,0.217118998,7,8,10.51,1,1,-0.024955795,8.01,-4.664640383,5.405686281,1.634625,2,1.13,9,4.000759348,4,48.0625,-3.9275,90.7,14.4375,2.15,6.473,28.3,-0.4275,8,-5.43913904,7,5.5,18.4
0,Pr4Ba4Mn2Co6O24,122.7725794,14.0875,300,0,625,2923.75,20.6,9,0.29,0,34.75,230,3.5,-5.369349334,1.88,2.8,13,3,3,-1.92352226,3,285.6625,2931.5,9,13.49125,2.2075,0.41,0,270,8.5,3785,1.67,4,0.25,333.6625,3.5,6.5,0.399417411,11,334.91,-1.92352226,27.7,0.230088496,6,7,10.51,0,1,-0.025060247,8.01,-5.457054641,6.499046725,1.636875,2,1.13,9,4.54743957,4,25.75,-3.38875,100,15.175,2.15,6.544875,28.3,-0.39375,7,-6.98008657,6,5.5,18.4
0,Pr4Ba4Mn2Ni6O24,232.6998188,14.2375,300,1,625,2872,20.6,10,0.29,0.75,35.875,230,2.75,-4.79149401,1.91,2.8,13,2,2,-1.92352226,2,287.2375,2931.5,10,13.90675,2.18875,0.41,0,270,9.25,3785,1.62,4,0.25,370,2.75,7.25,0.454167799,11,338.06,-1.92352226,27.7,0.221276596,6,8,10.51,1,1,-0.027641355,8.01,-4.881780425,5.715580053,1.63425,2,1.13,9,4.155706234,4,41.125,-3.7675,90.7,15.475,2.15,6.4605,28.3,-0.405,8,-5.43913904,6,5.5,18.4
0,Pr4Ba4Mn4Co4O24,100.2079541,15.175,300,0,625,2810.25,20.6,7,0.29,0,34,230,4,-5.605639858,1.88,2.8,13,5,3,-1.92352226,5,266.4675,2931.5,9,13.31375,2.2225,0.41,0,270,8,3785,1.79,4,0.5,353.275,4,6,0.378529314,11,296.52,-1.92352226,27.7,0.236363636,4,5,10.51,0,1,-0.031291736,8.01,-5.699576654,6.85767871,1.63525,2,1.13,9,4.726755563,4,17,-3.195,100,17.35,2.15,6.49175,28.3,-0.3525,7,-8.87041076,4,5.5,18.4
